issue,has_embedding
Should the minimum age of a person eligible to vote be lowered to 16?,True
Should children with learning disabilities be educated in the same classroom as children without them?,True
Should public transport always be cheaper than driving?,True
Should the United Kingdom become a federated republic?,True
Should we remove statues of historical figures who were associated with slavery?,True
Is there a safe limit for alcohol consumption?,True
Should the government provide a basic income to every UK citizen?,True
Should the government provide free higher education to all?,True
Will capitalism collapse in the next 10 years?,True
Should there be an independent investigation into the conduct of British politicians in the Iraq war?,True
Should the minimum wage be higher?,True
Should we increase taxes to invest more in schools and universities?,True
Is there any point to keeping a colony on the Falklands?,True
Should we get rid of a monarch?,True
Is it ever morally permissible to steal?,True
Is the increasing use of the internet leading to greater social isolation?,True
Should we ban the use of artificial sweeteners in food and drink?,True
Should there be a law that protects the right to have a haircut?,True
Should we introduce a universal basic income?,True
Should Britain’s military be sent to other countries to help with relief work after natural disasters?,True
Should we allow the public to vote on tax policy?,True
Is it okay to eat dogs and cats?,True
Should we stop all testing of animals in the field of cosmetics?,True
Should we build a new nuclear power plant in Wales?,True
Should the voting age be reduced from 18 to 16?,True
Are we currently under-spending on defence?,True
Should we require all new homes to be zero-carbon by 2025?,True
Do parents have a right to home school their children?,True
Should we ban smoking tobacco in cars if there are children present?,True
Should companies be required to list their directors’ salaries on their websites?,True
Should we do more to promote the concept of gender-neutrality?,True
Should the UK provide a safe haven for refugees from oppressive regimes?,True
Are celebrities good role models?,True
Should there be a universal basic income?,True
Should the state pay for early childhood education?,True
Should cannabis be legalised for medicinal purposes?,True
"Is more tax needed to cover NHS costs, or should efficiency improvements be made?",True
Should public services be privatized?,True
Should the UK be more or less independent from the EU?,True
Will we have effective treatment for dementia by 2030?,True
Should the government provide free broadband to everyone?,True
Does television do more good than harm?,True
Should tax be raised on fast food?,True
Should we institute a four-day workweek?,True
Should there be a carbon tax?,True
Should we give more money to British farmers?,True
Should the sale of ivory be banned?,True
Should drugs be decriminalised?,True
Should we build more nuclear power stations to reduce greenhouse gas emissions?,True
Should we continue to increase taxes to fund public spending?,True
Should we abandon the monarchy and have a non-hereditary head of state?,True
Should we switch the national currency to the euro?,True
Should we ban all cars from certain city centre streets?,True
Should more tax money be spent on educating children or on the National Health Service?,True
Is it wrong to keep certain kinds of animals as pets?,True
Should the government require citizens to do a certain amount of community service?,True
Should the government be subsidizing schools that want to offer sex education?,True
Should the UK legalise marijuana?,True
Should we be more concerned about climate change?,True
Should we raise the age at which people are legally allowed to purchase cigarettes?,True
Is it right that a company's directors are often the last to suffer a pay cut during a recession?,True
Should we change the way we measure the cost of living?,True
Should we continue to subsidize fuel in order to keep costs down for consumers?,True
Should 16-year-olds be able to vote in general elections?,True
Should the government subsidize the cost of prescription drugs for all citizens?,True
Should the UK accept more refugees from war-torn countries?,True
Should we remove some of the restrictions on the development of artificial intelligence?,True
Should the government be allowed to subsidise specific industries or businesses?,True
Should the government put more money into public housing?,True
Is it right for employers to take into account things like whether or not you have a college degree?,True
Should the monarchy be replaced by a democratic republic?,True
Should the UK's laws against hate speech be expanded?,True
Is the right to free speech more important than the right not to be offended?,True
Should police officers be able to search people without suspicion?,True
Should we increase the number of refugee places?,True
Do people have a moral obligation to give to charity?,True
"Should we build more coal power stations, so that our children can have the same energy sources as we do?",True
Should we increase the tax on fuel to help offset carbon emissions?,True
Should we allow more people to become a citizen?,True
Should people be allowed to buy medicine at reduced prices on the internet?,True
Should we stop using the British pound as our currency and switch to the Euro?,True
Should all parents get paid leave when they have children?,True
Should the BBC’s licence fee be abolished?,True
Should the UK accept more Syrian refugees?,True
Should restaurants and bars be required to provide free tap water to clients?,True
Are public libraries still needed?,True
Should we seek to ban all cars?,True
Should we raise taxes on carbon dioxide-emitting businesses?,True
Should all universities in the UK be obliged to offer a minimum of 20 percent of places to international students?,True
Should we ban political campaign advertisements?,True
Are the benefits of social media greater than the costs?,True
Is it ever okay to use Facebook to track down someone you used to date?,True
Should the UK invest in more solar energy projects?,True
Should the government subsidize some forms of art?,True
Is it right that some people have more wealth than others?,True
Should we scrap the monarchy and have an elected head of state?,True
Should the UK government try to reduce social media ‘addiction’ amongst teenagers?,True
Should we ban the use of fossil fuels by 2050?,True
Should the BBC be privatized?,True
Should the UK legalise cannabis?,True
Should the UK increase its military spending?,True
Are the new 5G cell towers safe?,True
Should it be legal to harvest organs from animals?,True
Does a free press always lead to a better democracy?,True
Should there be a cap on executive salaries?,True
Should we replace all fossil fuel power stations with renewable sources?,True
Should we ban the use of chemical herbicides and pesticides in agriculture?,True
Should there be a quota on the number of men and women on the boards of large corporations?,True
Should we ban the slaughter of farm animals without first stunning them?,True
Is it reasonable for companies to collect and use our personal data in order to target us with adverts?,True
"Should we encourage people to buy local goods, rather than imported goods?",True
Do people have the right to sell a kidney for money?,True
Is there a compelling case for a new referendum on the EU?,True
Should it be mandatory to recycle household waste?,True
Should we ban the use of artificial flavours in food?,True
Should the government pay for everyone to have a university degree?,True
Does the Earth's climate need to be actively stabilised?,True
Should Northern Ireland leave the UK and join the Republic of Ireland?,True
Should we renationalise the railways?,True
Is there any value in having a two-tier healthcare system?,True
"Should the UK adopt a flat tax (all citizens pay the same tax rate, regardless of their income)?",True
Do we need to encourage people to be more 'mindful'?,True
Should the UK impose tariffs on goods from nations with lower standards for workers’ rights?,True
Should the UK use the euro as its currency?,True
Is it better to have a system of local or national governments?,True
Should a country like the UK still have a royal family?,True
Should the UK keep the pound or adopt the Euro?,True
Should the age for drinking be lowered to 14?,True
Should the government create a universal basic income for everyone?,True
Should we have a maximum wage for CEOs?,True
Should there be an immigration quota for the UK?,True
Is it acceptable for employers to monitor their employees’ social media accounts?,True
Should plastic straws be banned?,True
Is artificial intelligence a threat to humanity?,True
Should the government spend more money on the arts?,True
Is a low tax policy the best way to attract business and create jobs?,True
Should the police be allowed to use facial recognition technology?,True
Should companies be obliged to report their ethnic pay gap?,True
Should we allow for-profit companies to fund schools?,True
Should more public places in the UK provide free Wi-Fi access?,True
Should the UK ban products that cause global warming?,True
Should the government subsidize electric cars?,True
Do children need to be told about how babies are made?,True
Should parents be allowed to take their children out of school to go on holiday?,True
Is the NHS good value for money?,True
Should the government force companies to give more stock to their employees?,True
"Is it appropriate to have statues of famous historical figures, such as Winston Churchill, in public places?",True
Should the UK ban the import of wildlife trophies?,True
Is it okay to use taxpayer money to subsidise the arts?,True
Is a total ban on fracking better than a partial ban?,True
Are people less racist today than they were thirty years ago?,True
Should we allow commercial advertising on public transport?,True
Should the government impose a carbon tax?,True
Should there be a ban on small plastic water bottles?,True
Will we ever be able to colonise the moon?,True
Should we ban cars in central London?,True
Should we ban all single-use plates and cutlery?,True
Should there be a referendum on Scottish independence?,True
Are we too dependent on computers?,True
Is it right that the government will try to regulate online content?,True
Should the government ban cars from city centres?,True
Should the government encourage people to go into higher education?,True
Will we be able to make computers that can think like humans?,True
Are footballers overpaid?,True
Should parents be required to attend training on how to bring up children?,True
Should we ban all advertising for children under the age of 18?,True
Do humans have free will?,True
Should parents of children born deaf be given the option to have the child’s hearing restored with surgery?,True
Should the government use AI systems to automatically monitor the social media accounts of citizens?,True
Does the UK need to spend more money on mental health support for students?,True
Should the UK have a nuclear power industry?,True
Should new buildings have to be at least partially solar-powered?,True
Should we give more money to the UN to help poor countries?,True
Should we move to a cashless economy?,True
Is a university education essential for all young people?,True
Will the introduction of driverless cars result in an increase or decrease in the number of road accidents?,True
"Should we impose higher rates of income tax for those earning more than £150,000 per year?",True
Is there a good reason for the state to fund the arts?,True
Should the government spend less on the military and more on social welfare?,True
Is it acceptable to show violence or sex in the media?,True
Should the UK government increase funding for the arts?,True
Should the government pay people to recycle?,True
Is it a good idea to reduce the working week to 3 days?,True
Should we increase the tax on air fares in the UK?,True
Should there be limits on how much you can earn?,True
Should we legalise some drugs for recreational use?,True
Should the UK ban overseas companies from bidding on infrastructure projects?,True
"Should the UK raise taxes on people earning more than $200,000 to help pay for the National Health Service?",True
Do parents have a responsibility to educate their children about pornography?,True
Is it time to ban all cars from the city centre?,True
Should we ban the sale of single-use plastics such as plastic straws?,True
Should we stop selling diesel and petrol cars?,True
Should the UK spend more on infrastructure?,True
Should we cut military spending and spend more on the arts and health care?,True
Should we lower the voting age from 18 to 16?,True
Will the United States become a dictatorship?,True
Is the tax-free allowance too low?,True
Should the government encourage the building of more on-shore wind turbines?,True
Should we replace the income tax with an additional value added tax (VAT) on goods and services?,True
"Should the UK adopt a similar approach to the Universal Basic Income experiments that are currently running in Finland, and the Netherlands?",True
Should all workers be given the right to flexible working hours?,True
Is it okay to keep a wild animal as a pet if it's been bred in captivity?,True
Should the UK government use more nuclear power plants as a source of energy?,True
Should football teams accept sponsorship from gambling companies?,True
Is it right for the BBC to broadcast content that some people consider to be too offensive?,True
Should we allow autonomous cars on the roads?,True
Should we encourage the eating of insects to save the planet?,True
Should the government fine every citizen who does not vote in elections?,True
Should we be trying to reduce the number of people in prison?,True
Should we ban all political advertising on social media?,True
Do you think the world will have ended within the next 50 years?,True
Should it be easier to get divorce in the UK?,True
Are we over-populated?,True
Should the government provide free contraception to everyone?,True
Should all children be given a free computer at the age of 6?,True
Should the government fund the arts?,True
Is a dog a better companion than a cat?,True
Should a foreign power be allowed to buy UK infrastructure?,True
Is it a good idea to allow non-UK citizens to vote in local elections?,True
Is it acceptable to use a person’s DNA to identify them as a criminal?,True
Does the UK need a minimum price for alcohol?,True
Should governments provide more funding for public universities?,True
Should the UK government ban the import of all exotic pets?,True
Should we lower the top rate of income tax from 45% to 30%?,True
Should we reduce the age at which people can drink alcohol?,True
Should the government make it easier for people to switch to other energy suppliers?,True
Should all people in the UK be required to wear a face covering when they are in public?,True
Should we spend more on the National Health Service?,True
Should we raise the tax on fuel to encourage people to use less energy?,True
Should the government more heavily subsidize electric vehicles?,True
Should the government encourage the use of electric cars by offering tax breaks to their owners?,True
Is it appropriate to allow corporations to be liable for the crimes committed by their directors and employees?,True
Should there be a higher minimum wage?,True
Do we need a tax on sugary drinks?,True
Should there be stricter punishments for people who pay bribes in the UK?,True
Should we move to a form of direct democracy meaning that people vote directly on issues via referendums?,True
Is the move to more sustainable energy sources likely to make a real difference to global warming?,True
Should it be legal to smoke cannabis?,True
Should the government increase funding for the public health system?,True
Should the BBC provide free licenses to over 75s?,True
Should parents have the right to know the religion of their child’s teachers?,True
Is it fair for government departments to share data about you with other organisations?,True
Should it be a crime to fail to vote in a general election?,True
Is it wrong to use recreational drugs?,True
Do children under the age of 13 benefit from being allowed to have their own Instagram account?,True
Should young people be allowed to vote in elections?,True
Is it OK for residents to remove bicycles chained to their front fence?,True
Does the British government have a moral obligation to support international development?,True
Should people who are eligible for organ transplants be given priority based on their social impact?,True
Is it better to have a monarchy or a republic?,True
Should a person's life savings be protected when their pension is being taken away?,True
"Should we use a Basic Income Guarantee system, where all people in the UK would receive £100 per month in cash?",True
Should people be allowed to buy and sell illegal drugs like cocaine?,True
Should the government subsidize public transportation so that it's free to use?,True
Should we ban all advertisements for products that are unhealthy?,True
Should we make the wearing of face coverings compulsory in all enclosed spaces?,True
Should prisoners be allowed to vote?,True
Should we encourage the sale of electric vehicles by increasing the number of charging points?,True
Should we have a separate public holiday to mark the contributions of historically marginalised groups?,True
Should we allow the sale of human organs on the free market?,True
Should we ban right turns in central London?,True
Is there too much money in politics?,True
Was Theresa May a good Prime Minister?,True
Should parents be required to provide a DNA sample if requested and their child is reported missing?,True
Should the government be allowed to buy land and give it to the poor?,True
Is freedom of speech more important than the protection of vulnerable people from harmful ideas?,True
Should we make universal basic income a legal right for every adult?,True
Should we increase the tax rate on people who earn above a certain amount?,True
Should we raise taxes on alcohol and cigarettes?,True
Should the UK stop using private prisons?,True
Should the UK have a universal basic income for all citizens?,True
"Should we legalize all drugs, including heroin and cocaine?",True
Is it important to improve the standard of living for people who live in poverty in the UK?,True
Should companies be allowed to have a zero-tolerance policy on the use of social media by their employees?,True
Do you believe it is more important to be a good person than to be a happy person?,True
Should we accept more workers from countries outside of the European Union?,True
Should the minimum age to purchase tobacco be raised to 21?,True
Would the NHS be improved if the UK had a nationalised pharmaceutical industry?,True
Should the UK introduce a wealth tax?,True
Should we raise the tax rate on higher earners?,True
Should we change our economic system from capitalism to socialism?,True
"Should there be a higher tax rate for those earning more than £250,000?",True
"Should all research findings be published, even if they might be false or contradictory to established science?",True
Should we limit the number of times a person can run for political office?,True
Is it okay to use non-animal products for medical testing?,True
Is the average Briton’s attitude to the Chinese government hostile?,True
Is it ethical to use AI in the judicial system?,True
Are we in the midst of a climate crisis?,True
Should we increase tax on the rich?,True
Should we replace the existing system of tax credits with a Universal Basic Income?,True
Should the government provide funding for high-speed rail lines between major cities?,True
Should smoking in public places be banned?,True
Should we continue to have a Royal Family?,True
Should the government restrict car-ownership in large cities to tackle pollution?,True
Should everyone be granted the legal right to know the algorithms used to analyse their online behaviour?,True
Should government pass a law banning all use of plastics?,True
Should we raise the top rate of tax?,True
Should we replace the British pound with the Euro?,True
Should there be an age limit above which people cannot get married?,True
Should there be a cap on the amount that universities can charge for undergraduate courses?,True
Should we ban smoking in pubs and restaurants?,True
Should we subsidise holidays to families so they can enjoy at least a week away every year?,True
Should we end the sale of all new internal combustion engines?,True
Should we cut down on the number of fast food restaurants?,True
Should companies that sell the software that tracks your online browsing to advertisers be required to disclose the technology they use to identify users?,True
Should the UK adopt a Universal Basic Income system?,True
Should the government provide a basic income to all citizens?,True
Should the government provide universal free childcare from birth?,True
Should we increase the legal driving age?,True
Should the government eliminate inheritance tax?,True
Should we provide free tuition for all university students?,True
Are the costs of globalization outweighed by its benefits?,True
Should we stop using the imperial system of measurement?,True
Should there be a “lockdown” policy during future pandemics?,True
Should we raise the retirement age from 66 to 68?,True
Should the UK try to be a close ally to the United States?,True
"Should England, Scotland, Wales and Northern Ireland become independent countries?",True
Is it a good idea to further reduce taxation on corporations?,True
Should universities give admission priority to disadvantaged groups?,True
Does the United Kingdom still need its own military?,True
Does the average person really need a car?,True
Are ‘baby-led’ weaning diets a better way of introducing solid foods to babies than spoon-feeding?,True
Should fracking be allowed in Scotland?,True
Should we replace the monarchy with an elected head of state?,True
Should we pay people a minimum wage?,True
Should the maximum legal speed for cars be lowered from 70mph to 60mph?,True
Is Manchester United a better football team than Liverpool?,True
Should the government require you to do jury service?,True
"If you were not planning on using your annual holiday entitlement, should you be allowed to give your days off to your colleagues who would like to use them?",True
Should the UK government continue to fund the National Health Service?,True
Should we have a basic income scheme?,True
Should the government restrict what children under 12 can do and see on the internet?,True
Should we encourage the people of the UK to become more health conscious?,True
Should the BBC’s license fee be cut in half?,True
Should the law on cannabis be relaxed?,True
Should the UK continue to invest in the International Space Station?,True
Do you think that people should be forced to wear masks on buses?,True
Should the government invest more in the arts?,True
Should the UK government invest more in education or healthcare?,True
Does the UK have an obesity problem?,True
What is a more important priority: reducing drug use or reducing alcoholism?,True
Should employers be forced to provide their employees with at least one day off from work each week?,True
Should all companies in the UK be required to make a yearly donation to charity?,True
Should children over the age of 14 have a legally binding voice in custody cases when parents divorce?,True
"Should we try to reduce carbon emissions to a certain point, or should we aim for complete decarbonisation?",True
Should there be an increased tax on meat?,True
Should there be a cap on the amount of money politicians can raise from donations?,True
Should the UK put more effort into improving public transport in urban areas?,True
Should the UK continue to recognise the King as head of state?,True
Is it ok to use animals in medical research?,True
"Should the government spend more money on health care, or on education?",True
Should the minimum wage be lowered to make jobs more available?,True
Should there be a minimum price for alcohol?,True
Should we ban all single-use food containers?,True
Should the government be allowed to mandate that all meat products contain a percentage of lab-grown meat?,True
Should the government ban the sale of products made by underpaid workers abroad?,True
Is it acceptable to hold a protest against something that you are not directly affected by?,True
Are we facing a 'climate emergency'?,True
Should the UK government buy back its rail network?,True
Should we replace the voting system in the United Kingdom?,True
Will we have the technology to download your brain onto a computer chip within your lifetime?,True
Should the government use facial recognition technology to police areas of cities?,True
Should the government increase spending on the NHS or on defence?,True
Should we make every effort to end fox hunting?,True
Will Universal Basic Income have a positive impact on productivity?,True
Has the internet had a negative effect on society?,True
Is there an ethical argument for raising taxes?,True
Should we impose a capital gains tax on property owners who profit from rising house prices?,True
Should the government subsidize public transportation?,True
Should we legalise recreational drugs like cannabis?,True
Should we build nuclear power plants?,True
Should the government require all new cars sold to have the latest autonomous driving technology?,True
Do we need the monarchy?,True
Are most school exams too easy?,True
Should we move to a different system of democratic voting?,True
Should the UK keep the monarchy?,True
Should parents be allowed to opt out of sex education classes for their children?,True
Is it okay to smoke on the job as long as you aren't smoking in your office?,True
Should the minimum wage be raised?,True
Should the UK raise the voting age to 18 and require all students to vote?,True
Should we legalise recreational cannabis?,True
Is it acceptable for a doctor to prescribe a drug that has been approved for use by the FDA in the US but not by the MHRA in the UK?,True
Should the government fund the creation of new medicines?,True
Should the UK host more refugees from other parts of the world?,True
Should the BBC be funded entirely by licence fees?,True
Should we force social media companies to censor bullying and harassment?,True
Should taxes on fuel be increased to reduce pollution?,True
Should it be legal to eat horses?,True
Should every person have to carry some form of national identification?,True
Should social media sites have the right to delete any content that they believe is “offensive”?,True
Should it be legal for someone to sell their own body organs?,True
Should we introduce a four day working week?,True
Should all children learn to play a musical instrument?,True
What should be done about anti-social behaviour?,True
Should we raise the minimum wage in the UK?,True
Is the UK still a Christian country?,True
Should we allow people to use electric scooters in cities?,True
Would we all be better off if we reduced our use of fossil fuels?,True
Was Prime Minister Tony Blair right to take the UK into the Iraq War?,True
Is the current system of organ donation ethically sound?,True
Are the benefits of nuclear energy worth the risk of nuclear meltdowns?,True
Should everyone have to pay an income tax even if they are earning less than the current minimum wage?,True
Is a free press essential for a functioning democracy?,True
Should we require all government websites to be made accessible to the blind?,True
Is it okay to use personal data to make inferences about people's character and personality?,True
Is the UK too small to remain an independent nation in a globalised world?,True
Should we require businesses to allow workers to take more holidays?,True
Does the UK have a moral duty to do more to help refugees from nations affected by climate change?,True
Should we rewrite the current constitution?,True
Should we raise taxes on alcohol and sugary drinks?,True
Should the UK government pass a law to limit the quantity of money that a single person can give to political parties or candidates?,True
Is it possible to get rid of bullying in schools?,True
Should the government take over water supplies from private companies?,True
Should we send humans into space?,True
Are we doing enough to combat obesity?,True
Should we increase taxes on high earners?,True
Should the government subsidize any industry in order to help keep jobs in the UK?,True
Should all the schools in the UK become co-educational?,True
Are social networks making society worse?,True
Should the UK ban imports of products that are made in countries with a low minimum wage?,True
Should we ban the sale of any and all products that have been tested on animals?,True
Is it okay to use artificial intelligence to make important decisions?,True
Should we ban the use of non-biodegradable plastic?,True
Should we build a nuclear power station on each of the islands of the UK?,True
Should we limit the amount of sugar and fat in foods?,True
Does the King have too much power?,True
Is it better to focus on prevention or cure when it comes to the National Health Service?,True
Should students be required to wear uniforms in all schools?,True
Should a doctor be allowed to prescribe cannabis for medicinal purposes?,True
Should we raise taxes on petrol?,True
Should we ban the sale of all cars that do not run on electric power?,True
Is the government best placed to regulate social media?,True
Should companies be allowed to use 'intellectual property' laws to suppress free speech?,True
Is it okay to serve alcoholic drinks to children under the age of 16 in restaurants?,True
Should the state provide free university tuition?,True
Should university education be free?,True
Should we legalize recreational use of marijuana?,True
Should we raise taxes to pay for improvements to public services?,True
Should the government set targets for reducing the UK’s carbon emissions?,True
Should the minimum wage for someone who is 18 be lower than the minimum wage for someone who is 25?,True
Should art be nice to look at?,True
should we raise airline taxes?,True
Should we allow the use of medical marijuana for certain illnesses?,True
Should we tax the wealthy more?,True
Should we raise the smoking age to 21?,True
Is it wrong to pay people different wages for doing the same work?,True
Should we lower taxes on the wealthiest taxpayers?,True
Should we increase our foreign aid budget?,True
Should all children be required to learn a second language?,True
Should children under 13 be allowed to use social media?,True
Should we allow people to go topless on the street?,True
Should we give the UK's remaining colonies in the Caribbean their independence?,True
Should we have a Universal Basic Income?,True
Should there be a cap on the maximum annual salary that anyone can earn?,True
Should the age of criminal responsibility be raised to 16?,True
Is the UK becoming more like the USA?,True
Is the National Health Service worth its cost?,True
Are we in the midst of a 're-skilling' crisis?,True
Should the UK adopt the euro as its currency?,True
Is it okay to own any animal as a pet if you live in a small apartment and are at work all day?,True
Should the UK give unconditional support to the US in international matters?,True
Should we ban fast food chains from operating near schools?,True
Is it a good idea to start work on another runway at an airport in the London area?,True
Should we ban the sale of certain types of animal fur?,True
Should there be restrictions on the age at which children can enter a nightclub?,True
Should all children have to wear helmets on bicycles and while riding horses?,True
Should all public buildings be required to be accessible for people with disabilities?,True
Should we allow both men and women to serve in the military?,True
Should we allow for-profit corporations to run state schools?,True
Should the UK continue to subsidise the arts?,True
Should we put in place a law that limits working hours to 40 hours per week?,True
Should we put more money into the arts?,True
Should we increase taxes on rich people?,True
Has the Internet been a net positive for humanity?,True
Should we allow people from other countries to come and work in the UK?,True
Should the government use taxes to redistribute wealth?,True
Should it be a requirement that a company's board of directors have the same demographic make-up as the company's average workforce?,True
Should the King have any say in choosing the Prime Minister?,True
Would it be a good idea to ban eating and drinking on public transport?,True
Should we charge businesses for the carbon dioxide emissions they produce?,True
"Should we invest more in science and research, or in social services?",True
Should the police have the power to use facial recognition technology to search for suspects?,True
Is the UK's National Health Service (NHS) a model that other countries should aspire to?,True
Should the government have a role in reducing inequality?,True
Should we ban genetic engineering?,True
Should people be allowed to pay for faster criminal justice procedures?,True
Should we introduce a law that bans the sale of products that have been tested on animals?,True
Should we make all new cars electric by 2030?,True
Should we have a mandatory vote?,True
Should animals be used in scientific research?,True
Are genetically modified foods harmful?,True
Is it the government's role to reduce childhood obesity?,True
Should the government of the UK require businesses to publish diversity data?,True
"Should the NHS be funded by a national tax on food, instead of income tax?",True
Should police be allowed to stop and search people for drugs if they are in an area known for drug dealing?,True
Should animals be used for testing?,True
Should the government more heavily subsidize the arts?,True
Should we ban all private jets?,True
Is the UK a more tolerant country than the US?,True
Should the law be changed so that all drugs are legal?,True
Should the minimum wage be higher than the Living Wage?,True
Is it okay to put fluoride in the water?,True
Should we make it easier for people to take a sabbatical from their job for three months to pursue another project?,True
Should people be free to wear what they want to school?,True
Should we give extra tax breaks to families with children to help them get by?,True
Is a high rate of inequality bad for society?,True
Should there be an age limit on who can run for Prime Minister?,True
Should the government introduce a higher minimum wage for workers under 18?,True
"Should the UK increase the legal age for smoking, or reduce it?",True
Is it ethical for humans to test on non-human animals to develop medicine for humans?,True
Should the government do more to encourage families to eat meals together?,True
Should we have higher taxes on diesel vehicles?,True
Should we increase taxes on sugar to make unhealthy foods more expensive?,True
Should the UK follow the European Union’s lead and take action against climate change?,True
Should we abolish the private school system?,True
Should the government increase taxes on the rich?,True
Should the government have the right to restrict the freedom of its citizens to smoke cigarettes?,True
Should there be a ban on non-essential travel?,True
Is the BBC a worthwhile public broadcaster?,True
Should universities charge students tuition fees?,True
Should the UK apply to rejoin the European Union?,True
Should people be allowed to vote at 16?,True
Should we ban all non-essential cosmetic surgery?,True
Should businesses be obliged to provide private space for breastfeeding mothers?,True
Should it be illegal to be paid less than £10 an hour?,True
Should people be allowed to use a limited number of drugs for recreational purposes?,True
Should the UK government allow companies to genetically engineer plants?,True
Should the monarchy continue?,True
Should we build HS2?,True
Is immigration a net benefit to the UK?,True
Should the state provide free public transport?,True
Is it morally acceptable to charge different prices for a product depending on the customer's age or sex?,True
Should public transportation systems be funded primarily through general taxation or with fares collected from passengers?,True
Were the lockdown measures the government employed to fight the COVID-19 pandemic excessive?,True
Should the number of immigrants admitted to the UK be increased?,True
Should employers have the right to fire employees who have been convicted of a crime?,True
Should we replace the term “sexual harassment” with “unwanted sexual attention”?,True
Is it wrong for the government to collect personal data about its citizens?,True
Should the government be able to forcefully take someone’s land and turn it into a public park?,True
Has the government done enough to help disadvantaged communities?,True
Is it okay for private companies to install CCTV in public places?,True
Is it ever acceptable for an employer to ask an applicant about his or her previous salary?,True
Should we be doing more to encourage a greater degree of national pride?,True
Is the former US President Donald Trump a 'good man'?,True
Should the UK change its asylum seeking policy to make it easier to enter the country?,True
Should all UK citizens be required to vote in all elections?,True
Should the government provide a basic income of GBP 1000 per month to everyone?,True
Should we increase the rate of VAT?,True
Is the UK's National Health Service better or worse than the NHS in other countries?,True
Should the monarchy continue to be the head of the Church of England?,True
Should the government build new nuclear power stations?,True
Should students have to take a foreign language in school?,True
Should we ban single-use plastic bottles?,True
Should the government require all food companies to display the sugar content of their food?,True
Will humans ever learn to communicate with animals?,True
Should the UK ban all the cryptocurrencies?,True
Is human-induced climate change a serious problem?,True
Should we give aid to other countries?,True
Is the UK's health service the NHS providing world-leading healthcare?,True
Should we increase taxes on sugar-sweetened drinks?,True
Should we allow the government to charge you a fee if you don’t vote in an election?,True
Should the UK try to prevent future wars in the Middle East?,True
Should there be a legal minimum age limit for buying a bicycle?,True
Should plastic products be taxed?,True
Should the government fund research into a cure for baldness?,True
Is it OK to use tax havens?,True
Should we increase taxes for  people who have three cars?,True
Should we raise the voting age to 18?,True
Should the UK cut its military spending to devote more money to domestic priorities?,True
Should the government have the right to limit the size of people's houses?,True
Should there be a ban on all chemicals that could be used in bombs?,True
"Should the UK have a national day, like Australia Day or Canada Day?",True
Should we outlaw or severely restrict facial recognition software?,True
Do we need a law banning the smoking of cigarettes?,True
Should parents be able to have their unborn children genetically modified to have desired characteristics?,True
Is there a role for faith schools in a modern society?,True
Would reducing the drinking age to 16 increase alcohol-related deaths?,True
Is the NHS doing a good job?,True
Does the UK need a constitution?,True
Should we offer more financial incentives to young people to live and work in rural areas?,True
Should cannabis be decriminalised?,True
Should there be a second referendum on the UK's membership of the European Union?,True
Should we have a law against hunting wild animals with dogs?,True
Should the police be able to enforce a “social distancing” mandate during a pandemic?,True
Should the state compel everyone to carry a biometric identity card?,True
Should we give money to help countries in the developing world?,True
Should the government spend more on improving the railway network?,True
Should we use public funds to develop artificial intelligence (AI)?,True
Are there too many billionaires in the UK?,True
Should we require everyone to carry a card or mobile app that shows their eligibility to be in the UK?,True
Should we be encouraging people to be more entrepreneurial?,True
Should all UK companies with more than 250 employees be required to disclose their gender pay gap?,True
Should the UK have a capital gains tax?,True
Should the minimum age for driving be increased from 17 to 18?,True
Should there be a limit to the number of consecutive terms a prime minister can serve?,True
Is it a bad thing that the UK imports much more than it exports?,True
Does the government need to do more to help young people who are struggling to buy a house?,True
Should parents be allowed to choose to send children to single-sex schools?,True
Is it morally right to use animals in medical research?,True
Should a country have an elected or unelected Head of State?,True
"Should the state provide free, high-quality, education from nursery to PhD?",True
Should we ban the sale of all things with plastic packaging?,True
Should we encourage everyone to get a degree?,True
Do we need more police officers?,True
Should there be any restrictions on freedom of speech?,True
Should the royal lineage be open to people of all backgrounds and not only the current royal family?,True
Should people be forced to wear helmets when cycling?,True
Should we subsidize electric vehicles (EV) more than petrol/diesel cars?,True
Is it a bad thing that so many adults never read books?,True
Should the government provide free education to people who have been in the UK for over 5 years?,True
Do we need rules that require an individual to save a fixed percentage of his or her income?,True
Is it right for the BBC to use public money to fund the production of television shows?,True
Should the UK government subsidise childcare?,True
Should we move to a cashless society?,True
Should there be term limits for MPs?,True
"Should we give a basic income to everyone, and stop all benefits and tax credits?",True
Should we extend the voting franchise to foreign nationals and people aged 16-17?,True
Should we be in favour of universal basic income?,True
Are high levels of immigration good for the UK?,True
Should the state provide free broadband access to all citizens?,True
Should we build more wind turbines in the sea?,True
Should we have a national lottery?,True
Should we allow people who have immigrated to the UK in recent years to vote in local and national elections?,True
Have we increased our use of renewable energy enough to tangibly benefit the environment?,True
Should the voting age be 16?,True
Should the UK pursue membership of the European Union?,True
"Should the UK have unilaterally disarmed, after WW2?",True
Should we take steps to reduce beef consumption in the UK?,True
Should we build a nuclear power station in every town?,True
Should it be frowned upon to dress informally for church?,True
Is it ethical to keep non-human animals in zoos?,True
Should people be required to wear face masks when in public?,True
Should the minimum wage be raised to £20 per hour?,True
Should we increase the amount of taxes on tobacco and alcohol?,True
